id;cid;inchi_key;smiles;synonyms_ids;mixture
285;12101;HMNKTRSOROOSPP-UHFFFAOYSA-N;CCC1=CC(=CC=C1)O;"[476, 2320, 5034, 1661, 3348, 1835, 399, 5902, 1644, 4622]";mono
286;8369;XPCTZQVDEJYUGT-UHFFFAOYSA-N;CC1=C(C(=O)C=CO1)O;"[5085, 2873, 4171, 6933, 384, 5664, 2425, 5590, 3202, 4720]";mono
287;6736;ZFRKQXVRDFCRJG-UHFFFAOYSA-N;CC1=CNC2=CC=CC=C12;"[2085, 1259, 518, 6955, 4456, 764, 54, 606, 177, 2247]";mono
288;526487;VTAPYUYITKYXJB-UHFFFAOYSA-N;CC(C)(CCOC=O)S;"[1646, 7248, 192, 1604, 7115, 4708, 1459, 7143, 4965, 219, 1604]";mono
289;31260;PHTQWCKDNZKARW-UHFFFAOYSA-N;CC(C)CCO;"[5348, 2837, 7313, 4504, 2538, 653, 200, 7087, 1714, 5275]";mono
290;11552;YGHRJJRRZDOVPD-UHFFFAOYSA-N;CC(C)CC=O;"[7084, 290, 7000, 5682, 5776, 1457, 4048, 7009, 941, 6403]";mono
291;27470;NHIMSNHOEAVUKE-UHFFFAOYSA-N;CCCC(=O)C(C)CC;"[6042, 2228, 925, 4128, 3285, 3372, 4213, 4348, 4516, 1994]";"sum of isomers"
292;342;RLSSMJSEOOYNOY-UHFFFAOYSA-N;CC1=CC(=CC=C1)O;"[6915, 5891, 342, 6167, 906, 2423, 4821, 6463, 1123, 6272, 5891]";mono
293;107;XMIIGOLPHOKFCH-UHFFFAOYSA-N;C1=CC=C(C=C1)CCC(=O)O;"[1228, 7068, 1697, 7310, 3862, 7188, 5830, 4264, 5488, 5026]";mono
294;521348;TYZFMFVWHZKYSE-UHFFFAOYSA-N;CCCC(CCO)S;"[2409, 1744, 4545, 247, 5152, 2593, 4499, 6779, 415, 5207, 5152]";"sum of isomers"
295;518810;JUCARGIKESIVLB-UHFFFAOYSA-N;CCCC(CCOC(=O)C)S;"[1004, 5483, 535, 4247, 5426, 5912, 2221, 3298, 7100, 111]";"sum of isomers"
296;326;WTWBUQJHJGUZCY-UHFFFAOYSA-N;CC(C)C1=CC=C(C=C1)C=O;"[3652, 1239, 6017, 5558, 6783, 2360, 3792, 5019, 6457, 3744]";mono
297;332;YOMSJEATGXXYPX-UHFFFAOYSA-N;COC1=C(C=CC(=C1)C=C)O;"[1387, 6732, 1084, 5036, 6592, 2031, 1005, 6861, 4304, 5990]";mono
298;62453;FUGYGGDSWSUORM-UHFFFAOYSA-N;C=CC1=CC=C(C=C1)O;"[2585, 5721, 7223, 956, 4710, 5894, 4713, 971, 6608, 1423]";mono
299;61840;PWKJMPFEQOHBAC-UHFFFAOYSA-N;CCCCC(CC)CCC(=O)O;"[7118, 172, 1996, 6843, 3473, 7043, 4911, 3855, 2507, 3109]";"sum of isomers"
300;31242;HXDOZKJGKXYMEW-UHFFFAOYSA-N;CCC1=CC=C(C=C1)O;"[7124, 1857, 814, 4360, 7246, 5773, 617, 5931, 4907, 3915]";mono
301;8467;CBOQJANXLMLOSS-UHFFFAOYSA-N;CCOC1=C(C=CC(=C1)C=O)O;"[1803, 2282, 367, 4824, 5033, 3177, 1498, 208, 6717, 4756]";mono
302;526195;XVHGKKGBUDMTIQ-UHFFFAOYSA-N;CC(C)(CCOC)S;"[2813, 2202, 5555, 5161, 4651, 3675, 2227, 4210, 2793, 6916]";mono
303;8500;GNKZMNRKLCTJAY-UHFFFAOYSA-N;CC1=CC=C(C=C1)C(=O)C;"[5088, 1950, 3920, 1313, 5658, 7002, 1225, 5521, 2956, 3492]";mono
304;2879;IWDCLRJOBJJRNH-UHFFFAOYSA-N;CC1=CC=C(C=C1)O;"[4061, 2251, 7301, 596, 2657, 5623, 948, 2667, 2479, 378]";mono
305;17739;PXIKRTCSSLJURC-UHFFFAOYSA-N;CCCC1=CC(=C(C=C1)O)OC;"[3843, 178, 4837, 2508, 3466, 3924, 5399, 1558, 636, 1009]";mono
306;33931;GWCRPYGYVRXVLI-UHFFFAOYSA-N;CCC1C(=O)C(=C(O1)C)O;"[4784, 6166, 3240, 17, 4906, 4228, 2093, 89, 2442, 3028, 3028]";"sum of isomers"
307;10748;LIIALPBMIOVAHH-UHFFFAOYSA-N;COC1=CC2=C(C=C1)C=CC(=O)O2;"[850, 6428, 2530, 2172, 3283, 5868, 6475, 1589, 6422, 4065, 1589]";mono
308;66282;NVLPQIPTCCLBEU-UHFFFAOYSA-N;CSCC=C;"[3875, 951, 6990, 3504, 3662, 316, 5596, 1670, 127, 6212, 3504]";mono
309;15380;LOCDPORVFVOGCR-UHFFFAOYSA-N;CSCSC;"[2656, 5030, 4204, 5358, 2643, 5968, 6485, 3204, 4843, 1297]";mono
310;5282110;WJSDHUCWMSHDCR-VMPITWQZSA-N;CC(=O)OC/C=C/C1=CC=CC=C1;"[2653, 6678, 2436, 1183, 642, 4813, 6805, 931, 901, 4937]";mono
311;5315892;OOCCDEMITAIZTP-QPJJXVBHSA-N;C1=CC=C(C=C1)/C=C/CO;"[3645, 2527, 1639, 744, 4881, 1432, 3381, 1741, 3983, 6842, 3381]";mono
312;16590;PFRGXCVKLLPLIP-UHFFFAOYSA-N;C=CCSSCC=C;"[4082, 4363, 4080, 5945, 2753, 5470, 6965, 3572, 372, 3181]";mono
313;1068;QMMFVYPAHWMCMS-UHFFFAOYSA-N;CSC;"[7278, 212, 3445, 1096, 1320, 5787, 970, 6340, 1193, 5550]";mono
314;19310;YWHLKYXPLRWGSE-UHFFFAOYSA-N;CSSSC;"[7064, 3056, 420, 4104, 706, 6096, 2816, 5375, 5374, 7292, 2816]";mono
315;12232;WQOXQRCZOLPYPM-UHFFFAOYSA-N;CSSC;"[1419, 4637, 6862, 6437, 3296, 1020, 69, 3696, 6794, 1233]";mono
316;12377;ALVPFGSHPUPROW-UHFFFAOYSA-N;CCCSSCCC;"[4790, 6820, 3291, 5545, 3198, 3737, 5616, 504, 1087, 847]";mono
317;22383;GAZXPZNJTZIGBO-UHFFFAOYSA-N;CCCSSSCCC;"[7061, 4749, 2343, 7262, 7116, 6828, 842, 804, 3629, 3882, 804]";mono
318;5281168;MBDOYVRWFFCFHM-SNAWJCMRSA-N;CCC/C=C/C=O;"[2381, 2222, 6686, 6830, 4839, 5762, 6356, 1260, 3947, 2225]";mono
319;702;LFQSCWFLJHTTHZ-UHFFFAOYSA-N;CCO;"[4088, 2875, 553, 4108, 7111, 301, 5240, 5756, 6047, 1731, 4088]";mono
320;440150;LYRIITRHDCNUHV-SSDOTTSWSA-N;CCC[C@H](CC(=O)OCC)O;"[3864, 3496, 3995, 11, 1365, 5953, 2322, 5768, 980, 6396, 3496]";mono
321;24020;HCRBXQFHJMCTLF-UHFFFAOYSA-N;CCC(C)C(=O)OCC;"[4403, 1236, 6023, 6193, 2027, 965, 4988, 6509, 4401, 1947]";"sum of isomers"
322;7342;WDAXFOBOLVPGLV-UHFFFAOYSA-N;CCOC(=O)C(C)C;"[3402, 1581, 2992, 2243, 6155, 6784, 2749, 4967, 5687, 2487]";mono
323;61592;YSNWHRKJEKWJNY-UHFFFAOYSA-N;CCOC(=O)CCSC;"[81, 6308, 2116, 1402, 5809, 5355, 4959, 6697, 4043, 3366, 5355]";mono
324;7945;PPXUHEORWJQRHJ-UHFFFAOYSA-N;CCOC(=O)CC(C)C;"[4090, 359, 6385, 3212, 4146, 1456, 2686, 6531, 47, 4559]";mono
325;117477;OFQRUTMGVBMTFQ-UHFFFAOYSA-N;CCOC(=O)CCC(C)C;"[1628, 4140, 3660, 2169, 2580, 4549, 3760, 1303, 3017, 3975]";mono
326;8857;XEKOWRVHYACXOJ-UHFFFAOYSA-N;CCOC(=O)C;"[1687, 6123, 1223, 1152, 1680, 5145, 6525, 1045, 4971, 7316]";mono
327;7165;MTZQAGJQAFMTAQ-UHFFFAOYSA-N;CCOC(=O)C1=CC=CC=C1;"[2481, 6799, 4330, 7018, 3960, 4451, 977, 1216, 4776, 5770]";mono
328;7762;OBNCKNCVKJNDBV-UHFFFAOYSA-N;CCCC(=O)OCC;"[6198, 6549, 3942, 1875, 3643, 4728, 7195, 6640, 5711, 7252]";mono
329;637758;KBEBGUQPQBELIU-CMDGGOBGSA-N;CCOC(=O)/C=C/C1=CC=CC=C1;"[4886, 4270, 2807, 1030, 1119, 6, 3338, 897, 6182, 6291]";mono
330;31265;SHZIWNPUGXLXDT-UHFFFAOYSA-N;CCCCCC(=O)OCC;"[5417, 6691, 464, 5882, 7070, 6944, 566, 1249, 4470, 3085]";mono
331;10882;ICMAFTSLXCXHRK-UHFFFAOYSA-N;CCCCC(=O)OCC;"[2655, 2918, 517, 1148, 3551, 6984, 1482, 1521, 4092, 746]";mono
332;7590;DULCUDSUACXJJC-UHFFFAOYSA-N;CCOC(=O)CC1=CC=CC=C1;"[6645, 4671, 6203, 2175, 5080, 7158, 5340, 6342, 1380, 3284, 6203]";mono
333;18686;JJOYCHKVKWDMEA-UHFFFAOYSA-N;CCOC(=O)C1CCCCC1;"[1500, 417, 6526, 5405, 6773, 4298, 2118, 3541, 292, 3742]";mono
334;7363;ZFFTZDQKIXPDAF-UHFFFAOYSA-N;C1=COC(=C1)CS;"[5904, 4786, 4618, 7126, 278, 6629, 6424, 4680, 1812, 2608, 6424]";mono
335;10976;CETWDUZRCINIHU-UHFFFAOYSA-N;CCCCCC(C)O;"[5349, 4002, 2486, 2458, 3213, 1987, 1516, 5814, 2745, 6320]";"sum of isomers"
336;8908;AOGQPLXWSUTHQB-UHFFFAOYSA-N;CCCCCCOC(=O)C;"[5777, 7090, 3147, 1656, 4419, 4735, 5427, 1008, 7137, 4927]";mono
337;11039;BHIWKHZACMWKOJ-UHFFFAOYSA-N;CC(C)C(=O)OC;"[5973, 1069, 3039, 5599, 1844, 1204, 5652, 2945, 3892, 1455]";mono
338;12180;UUIQMZJEGPQKFD-UHFFFAOYSA-N;CCCC(=O)OC;"[4818, 3933, 3597, 2617, 6262, 608, 6758, 2184, 5422, 2097]";mono
339;5319765;ZOYASYRPGHCQHW-UHFFFAOYSA-N;CCCSSSC;"[1348, 2584, 162, 778, 2901, 2444, 382, 73, 1212, 3555, 2444]";mono
340;31253;UAHWPYUMFXYFJY-UHFFFAOYSA-N;CC(=CCCC(=C)C=C)C;"[686, 3355, 854, 7127, 4904, 2296, 5970, 4383, 1214, 486, 5970]";mono
341;13187;VKCYHJWLYTUGCC-UHFFFAOYSA-N;CCCCCCCC(=O)C;"[7184, 3140, 3776, 3542, 400, 3438, 6716, 4609, 6687, 6978]";mono
342;11747;TZMFJUDUGYTVRY-UHFFFAOYSA-N;CCC(=O)C(=O)C;"[7108, 715, 4861, 1124, 3982, 2863, 6824, 6477, 167, 7256, 715]";mono
343;527;NBBJYMSMWIIQGU-UHFFFAOYSA-N;CCC=O;"[1926, 6236, 2290, 100, 2268, 4155, 5335, 3715, 5948, 3475, 6236]";mono
344;80408;GCZQHDFWKVMZOE-UHFFFAOYSA-N;C1=CSC(=C1)CS;"[1960, 7101, 429, 3731, 2537, 4808, 3624, 2110, 6027, 2914, 4808]";mono
345;637520;CCRCUPLGCSFEDV-BQYQJAHWSA-N;COC(=O)/C=C/C1=CC=CC=C1;"[5228, 5502, 6417, 4334, 5887, 6632, 3273, 481, 84, 2988]";mono
346;61659;UYLKDZXJEKFFHJ-UHFFFAOYSA-N;C1=COC(=C1)CSCC2=CC=CO2;"[5628, 5556, 2739, 392, 4446, 3797, 3764, 5276, 4825, 5697, 3797]";mono
347;12779;NWYGPVZOBBHKLI-UHFFFAOYSA-N;CSSCC1=CC=CC=C1;"[5563, 3968, 5751, 2336, 5595, 7164, 3930, 4696, 4562, 2447, 2336]";mono
348;62131;CLSLQQCDHOZMDT-UHFFFAOYSA-N;CSSCC1=CC=CO1;"[1988, 7258, 5377, 2794, 2812, 5860, 1685, 5319, 500, 1870]";mono
349;13016;OFQPKKGMNWASPN-UHFFFAOYSA-N;CSCC1=CC=CC=C1;"[1622, 1244, 2096, 201, 4052, 6943, 1108, 217, 4460, 5227, 6943]";mono
350;141850;QZZBJCFNHPYNKO-UHFFFAOYSA-N;CC(C1=CC=CC=C1)S;"[366, 1371, 4422, 5418, 2805, 3124, 3575, 5581, 2084, 2800]";"sum of isomers"
351;7509;UENWRTRMUIOCKN-UHFFFAOYSA-N;C1=CC=C(C=C1)CS;"[2475, 3885, 4231, 5219, 1949, 621, 3701, 7013, 4629, 5905]";mono
352;518937;SKSFHXVDHVKIBN-UHFFFAOYSA-N;CSCC1=CC=CO1;"[130, 2996, 4053, 5738, 6891, 6817, 6176, 6715, 831, 5678, 5738]";mono
353;31234;VAJVDSVGBWFCLW-UHFFFAOYSA-N;C1=CC=C(C=C1)CCCO;"[6651, 7048, 5135, 4277, 6234, 5531, 5382, 5390, 1718, 1113]";mono
354;7361;XPFVYQJUAUNWIW-UHFFFAOYSA-N;C1=COC(=C1)CO;"[4202, 5951, 1999, 1055, 325, 5302, 323, 2798, 2715, 4567, 325]";mono
355;244;WVDDGKGOMKODPV-UHFFFAOYSA-N;C1=CC=C(C=C1)CO;"[7298, 4509, 6517, 7180, 3371, 4972, 5625, 3607, 1665, 1726, 4509]";mono
356;7362;HYBBIBNJHNGZAN-UHFFFAOYSA-N;C1=COC(=C1)C=O;"[4172, 5330, 1476, 571, 3863, 3928, 6733, 5256, 4203, 1537, 1476]";mono
357;12209;XHIUFYZDQBSEMF-UHFFFAOYSA-N;CCC(C)COC(=O)C;"[592, 7122, 1819, 3642, 1673, 4450, 1636, 1522, 2979, 4260]";"sum of isomers"
358;62900;WNVCMFHPRIBNCW-UHFFFAOYSA-N;CCCCC1C(CC(=O)O1)C;"[1559, 2910, 5940, 4529, 6869, 3959, 5313, 4573, 4569, 1407, 5940]";"sum of isomers"
359;5320191;AMXYRHBJZOVHOL-DYWGDJMRSA-N;CC/C=C/CC/C=C/CO;"[3954, 4571, 656, 5976, 1699, 5749, 5436, 1386, 3321, 2112]";mono
360;440917;XMGQYMWWDOXHJM-JTQLQIEISA-N;CC1=CC[C@@H](CC1)C(=C)C;"[2831, 3505, 7294, 6770, 2461, 4078, 6518, 3630, 966, 564]";mono
361;7460;OGLDWXZKYODSOB-UHFFFAOYSA-N;CC1=CCC(C=C1)C(C)C;"[5081, 5197, 7299, 2899, 380, 2844, 2456, 2233, 1780, 5001]";"sum of isomers"
362;147604;HVNICCSXGONRCB-UHFFFAOYSA-N;CC1(C(=O)C=CO1)C;"[5774, 3800, 5329, 5284, 4009, 5171, 2614, 7179, 3868, 546, 5329]";mono
363;30945;VGHBEMPMIVEGJP-UHFFFAOYSA-N;CC1=CCOC1=O;"[1751, 92, 6328, 6774, 6502, 4257, 3787, 2960, 3340, 3752, 6774]";mono
364;85730;ASOSVCXGWPDUGN-UHFFFAOYSA-N;CC1C(=O)C=C(O1)C;"[6545, 7321, 479, 6923, 4200, 1769, 4542, 7034, 1011, 2547, 4200]";"sum of isomers"
365;529079;FCIVYWQHILCTLI-UHFFFAOYSA-N;CC(CO)CS;"[5639, 6150, 538, 1618, 2075, 186, 5150, 4765, 5660, 5191, 5639]";"sum of isomers"
366;21997288;OCZSUTGSYBERRF-UHFFFAOYSA-N;CCCCC(C(C)CO)S;"[2640, 6334]";"sum of isomers"
367;6430892;RFMHFOPFUZZBAD-UHFFFAOYSA-N;CC(CO)C(C)S;"[24, 6712, 1969, 3682, 1899, 1923, 1648, 7130, 5090, 1904, 24]";"sum of isomers"
368;21997287;XVFIAOJQUHTZSV-UHFFFAOYSA-N;CCCC(C(C)CO)S;"[6275, 699]";"sum of isomers"
369;443162;WUOACPNHFRMFPN-SECBINFHSA-N;CC1=CC[C@H](CC1)C(C)(C)O;"[357, 1258, 3364, 1764, 5767, 4125, 6638, 4279, 1176, 7224, 5767]";mono
370;440968;GRWFGVWFFZKLTI-IUCAKERBSA-N;CC1=CC[C@H]2C[C@@H]1C2(C)C;"[159, 933, 3437, 5385, 2621, 3163, 1907, 558, 3279, 5629]";mono
371;82227;GRWFGVWFFZKLTI-RKDXNWHRSA-N;CC1=CC[C@@H]2C[C@H]1C2(C)C;"[4645, 7051, 5337, 6344, 6864, 1914, 526, 4810, 4297, 5611]";mono
372;440967;WTARULDDTDQWMU-IUCAKERBSA-N;CC1([C@H]2CCC(=C)[C@@H]1C2)C;"[5876, 1209, 4995, 7125, 659, 5456, 7311, 5338, 2122, 3199]";mono
373;10290825;WTARULDDTDQWMU-RKDXNWHRSA-N;CC1([C@@H]2CCC(=C)[C@H]1C2)C;"[3852, 6404, 139, 4703, 1883, 795, 6105, 2041, 1360, 3295, 4703]";mono
374;18818;NDVASEGYNIMXJL-UHFFFAOYSA-N;CC(C)C12CCC(=C)C1C2;"[6355, 307, 498, 1188, 3416, 5109, 7038, 4243, 6449, 2330]";"sum of isomers"
375;62775;POIARNZEYGURDG-UHFFFAOYSA-N;CC=CC(=O)C1=C(C=CCC1(C)C)C;"[6759, 6263, 3567, 2043, 3713, 2001, 1930, 4851, 4614]";"sum of isomers"
376;62465;CHWNEIVBYREQRF-UHFFFAOYSA-N;CCC1=CC(=C(C=C1)O)OC;"[1181, 1120, 3932, 3557, 448, 6540, 6940, 5802, 2704, 1954]";mono
377;88290;QRNZMFDCKKEPSX-UHFFFAOYSA-N;CC(=O)CC(C)(C)S;"[2681, 6112, 4817, 1859, 2388, 3169, 3003, 1477, 1469, 2876, 2388]";mono
378;6429282;ZHHYXNZJDGDGPJ-IGTJQSIKSA-N;"CCCC/C=C\C=C\C=O";"[3856, 383, 1331, 2797, 4007, 2161, 146, 2744, 1710, 6710]";mono
379;177;IKHGUXGNUITLKF-UHFFFAOYSA-N;CC=O;"[6216, 2347, 5485, 6793, 6533, 5807, 2583, 2269, 6122, 2263, 6216]";mono
380;13357;OCWLYWIFNDCWRZ-UHFFFAOYSA-N;CCC(C)C(=O)OC;"[1333, 6238, 1660, 5366, 1397, 4226, 939, 4475, 93, 305]";"sum of isomers"
381;6560;ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;CC(C)CO;"[5211, 2242, 2796, 3076, 2372, 5006, 4514, 3447, 2673, 7147]";mono
382;637542;NGSWKAQJJWESNS-ZZXKWVIFSA-N;C1=CC(=CC=C1/C=C/C(=O)O)O;"[3010, 5454, 3806, 2045, 1691, 5266, 3387, 4445, 5744, 3886]";mono
383;999;WLJVXDMOQOGPHL-UHFFFAOYSA-N;C1=CC=C(C=C1)CC(=O)O;"[6102, 2076, 226, 876, 241, 3053, 7088, 2127, 259, 3019, 3412, 4372]";mono
384;12810;GHBSPIPJMLAMEP-UHFFFAOYSA-N;CCCCCC1CCCC(=O)O1;"[6085, 4036, 3095, 5115, 1099, 4267, 4558, 6267, 3546, 2924, 4267]";"sum of isomers"
385;11086;GTDQGKWDWVUKTI-UHFFFAOYSA-N;CC(=O)C1=CC=CC=C1N;"[1341, 7317, 2867, 2602, 7139, 287, 2267, 333, 1470, 230]";mono
386;10409;OSOIQJGOYGSIMF-UHFFFAOYSA-N;C1CCCCCCCC(=O)CCCCCC1;"[924, 521, 2575, 6261, 3375, 4345, 2654, 849, 685, 6006]";mono
387;162268;ABRIMXGLNHCLIP-UHFFFAOYSA-N;C1CCCCCC(=O)CCCC=CCCCC1;"[5895, 424, 6727, 6392, 5199, 1711, 3006, 2865, 2154, 5622, 6727]";mono
388;54116156;NKMKFQCVDZVEJR-UHFFFAOYSA-N;CC1CC=CCCCCCCCCCC(=O)C1;"[6110, 2356, 5200]";"sum of isomers"
389;6365152;ZGEHHVDYDNXYMW-OWOJBTEDSA-N;C1CCC/C=C/CCCCCCC(=O)CCC1;"[3153, 5270, 1533, 482, 4835, 2301, 1885, 6045, 6739, 782, 6045]";mono
390;66823518;ZFGBKXBPHOUSJX-VQHVLOKHSA-N;CC1C/C=C/CCCCCCCCC(=O)C1;"[2210, 1707, 4507, 5576, 2235, 7073, 2600, 3689]";mono
391;11253089;VPQWBNWSLZYYFH-UHFFFAOYSA-N;CC1CCCCCCCCCCCC(=O)C1;"[494, 4814, 4255, 2324]";"sum of isomers"
392;3102;RWCCWEUUXYIKHB-UHFFFAOYSA-N;C1=CC=C(C=C1)C(=O)C2=CC=CC=C2;"[6289, 1825, 4897, 2576, 879, 5977, 2523, 1603, 6664, 6180, 4897]";mono
393;11470552;CAERSDJFKGMKLY-UHFFFAOYSA-N;CCOC(=O)CC1=CC(=CC=C1)Br;"[6819, 4265, 3314, 907, 2792, 6507, 6032, 4658, 3488, 6405]";mono
394;7021479;BLEMRRXGTKTJGT-UHFFFAOYSA-N;CC1=CC=CC=C1CC(=O)OC;"[5352, 1855, 3111, 773, 755, 6333, 3123, 1753, 4111, 4224, 3111]";mono
395;1318;DGEZNRSVGBDHLK-UHFFFAOYSA-N;C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1;"[2500, 1343, 331, 2606, 5757, 4968, 3327, 3969, 2376, 5780, 2500]";mono
396;7129;GUMOJENFFHZAFP-UHFFFAOYSA-N;CCOC1=CC2=CC=CC=C2C=C1;"[444, 6228, 6173, 6681, 1592, 5190, 2008, 6068, 2106, 3610]";mono
397;3847415;RAPXVKLHABTPOM-UHFFFAOYSA-N;C=CC1=CC=C(C=C1)OCCCCOC2=CC=C(C=C2)C=C;"[216, 1633, 4457, 5704, 1959, 6711, 5325, 3325, 4457]";mono
398;7439;ULDHMXUKGWMISQ-UHFFFAOYSA-N;CC1=CCC(CC1=O)C(=C)C;"[109, 7305, 2484, 387, 283, 5267, 2134, 3533, 2595, 2281]";"sum of isomers"
399;8184;KJIOQYGWTQBHNH-UHFFFAOYSA-N;CCCCCCCCCCCO;"[5560, 6971, 6555, 3280, 4077, 4860, 3807, 7021, 4239, 6918]";mono
400;8194;HFJRKMMYBMWEAD-UHFFFAOYSA-N;CCCCCCCCCCCC=O;"[5040, 4601, 6553, 6587, 2824, 2604, 1613, 4958, 953, 4830]";mono
401;15816;LWBHHRRTOZQPDM-UHFFFAOYSA-N;C(CCCCC(=O)O)CCCCC(=O)O;"[2913, 2835, 2315, 2733, 7082, 6607, 4240, 2887, 5243, 6191]";mono
402;20210;NVRVNSHHLPQGCU-UHFFFAOYSA-N;C(CCC(=O)O)CCBr;"[1542, 3356, 2848, 584, 4222, 4931, 4669, 3057, 5672, 7209]";mono
403;548275;BKJFDZSBZWHRNH-UHFFFAOYSA-N;C(CCCC(=O)O)CCCBr;"[6040, 1250, 1530, 43, 3978, 6775, 716, 3038, 1888, 5176]";mono
404;142712;PGVRSPIEZYGOAD-UHFFFAOYSA-N;C(CCCCC(=O)O)CCCCBr;"[6810, 6010, 5523, 1339, 5997, 4075, 1928, 5183, 4408, 499]";mono
405;17812;IUDGNRWYNOEIKF-UHFFFAOYSA-N;C(CCCCCBr)CCCCC(=O)O;"[2308, 5423, 4015, 434, 3007, 1659, 4473, 210, 4186, 6979]";mono
406;175468;YYKBWYBUCFHYPR-UHFFFAOYSA-N;C(CCCCCC(=O)O)CCCCCBr;"[3943, 5094, 2000, 4612, 5618, 2784, 1630, 296, 5378, 6388]";mono
407;8180;ZDPHROOEEOARMN-UHFFFAOYSA-N;CCCCCCCCCCC(=O)O;"[1256, 6225, 1845, 693, 1617, 5409, 5327, 910, 2622, 133]";mono
408;8174;MWKFXSUHUHTGQN-UHFFFAOYSA-N;CCCCCCCCCCO;"[2438, 5925, 354, 119, 6376, 3471, 5733, 2020, 4352, 5309]";mono
409;743;JFCQEDHGNNZCLN-UHFFFAOYSA-N;C(CC(=O)O)CC(=O)O;"[6550, 4197, 1798, 4747, 4578, 5283, 6246, 3793, 1871, 1473]";mono
410;385;WLJVNTCWHIRURA-UHFFFAOYSA-N;C(CCC(=O)O)CCC(=O)O;"[4840, 5766, 5758, 4868, 2917, 1229, 7204, 455, 4804, 7277]";mono
411;10457;TYFQFVWCELRYAO-UHFFFAOYSA-N;C(CCCC(=O)O)CCC(=O)O;"[4754, 3579, 4674, 3417, 569, 6886, 2851, 5837, 4976, 1638]";mono
412;5192;CXMXRPHRNRROMY-UHFFFAOYSA-N;C(CCCCC(=O)O)CCCC(=O)O;"[5269, 4476, 880, 5455, 1527, 4195, 4936, 3313, 3024, 99]";mono
413;12736;TVIDDXQYHWJXFK-UHFFFAOYSA-N;C(CCCCCC(=O)O)CCCCC(=O)O;"[2313, 5573, 6601, 2931, 1847, 4062, 1735, 5509, 153, 708]";mono
414;166523;LODLFUCEWWWXPR-UHFFFAOYSA-N;CCCC(C)C1OCC(CO1)(C)CCC;"[311, 6194, 1991, 2962, 4212, 4020, 3218, 2564, 815, 1583, 2564]";"sum of isomers"
415;112457;WVYKHQRCBWWGFK-UHFFFAOYSA-N;CC(C)C1C(COC(O1)(C)C)(C)C;"[5118, 7055, 816, 5398, 4543, 182, 3276, 7129, 3775, 3740, 816]";"sum of isomers"
416;7720;YIWUKEYIRIRTPP-UHFFFAOYSA-N;CCCCC(CC)CO;"[6489, 7071, 4151, 7250, 4771, 7226, 6186, 2718, 3217, 6902]";"sum of isomers"
417;20083;SJWFXCIHNDVPSH-UHFFFAOYSA-N;CCCCCCC(C)O;"[6447, 6575, 4779, 6521, 5404, 1051, 272, 2571, 4943, 1369]";"sum of isomers"
418;11527;NMRPBPVERJPACX-UHFFFAOYSA-N;CCCCCC(CC)O;"[3648, 4201, 5601, 5501, 254, 3719, 2722, 6742, 1257, 3156]";"sum of isomers"
419;11515;WOFPPJOZXUTRAU-UHFFFAOYSA-N;CCCCC(CCC)O;"[4990, 1453, 3767, 1520, 4553, 4127, 1396, 1220, 4653, 2305]";"sum of isomers"
420;12367;NGDNVOAEIVQRFH-UHFFFAOYSA-N;CCCCCCCC(C)O;"[1169, 6718, 5668, 4179, 7011, 1841, 788, 25, 4888, 6229]";"sum of isomers"
421;1254;NOOLISFMXDJSKH-UHFFFAOYSA-N;CC1CCC(C(C1)O)C(C)C;"[4173, 7106, 2687, 4820, 3222, 4758, 796, 2429, 6481, 5765, 1944]";"sum of isomers"
422;6989;MGSRCZKZVOBKFT-UHFFFAOYSA-N;CC1=CC(=C(C=C1)C(C)C)O;"[1890, 859, 2149, 6597, 603, 319, 6438, 5869, 4511, 6418]";mono
423;444539;WBYWAXJHAXSJNI-VOTSOKGWSA-N;C1=CC=C(C=C1)/C=C/C(=O)O;"[87, 334, 3354, 3927, 4010, 4191, 3586, 4736, 1424, 3376, 3376]";mono
424;240;HUMNYLRZRPPJDN-UHFFFAOYSA-N;C1=CC=C(C=C1)C=O;"[4469, 1758, 2337, 3388, 2420, 299, 4129, 6786, 6562, 5771, 4469]";mono
425;7794;NEHNMFOYXAPHSD-UHFFFAOYSA-N;CC(CCC=C(C)C)CC=O;"[5463, 6906, 2846, 5833, 2256, 4822, 2167, 3243, 4083, 909]";"sum of isomers"
426;8093;ZPVFWPFBNIEHGJ-UHFFFAOYSA-N;CCCCCCC(=O)C;"[70, 4244, 6252, 4585, 869, 3961, 4218, 5706, 5499, 6627]";mono
427;246728;RHLVCLIPMVJYKS-UHFFFAOYSA-N;CCCCCC(=O)CC;"[49, 143, 7141, 3972, 467, 4655, 4038, 5047, 1496, 2054]";mono
428;61235;IYTXKIXETAELAV-UHFFFAOYSA-N;CCCCCCC(=O)CC;"[5649, 3712, 1538, 3075, 6113, 3964, 5846, 483, 1048, 3690, 3712]";mono
429;12741;ZAJNGDIORYACQU-UHFFFAOYSA-N;CCCCCCCCC(=O)C;"[1800, 6818, 423, 641, 7067, 3249, 5151, 2368, 2672, 2220]";mono
430;22556;LSKONYYRONEBKA-UHFFFAOYSA-N;CCCCCCCCCCC(=O)C;"[4774, 144, 5064, 2055, 962, 2284, 1311, 4505, 1794, 4948]";mono
