id;cid;inchi_key;smiles;synonyms_ids;mixture
431;9862;UHEPJGULSIKKTP-UHFFFAOYSA-N;CC(=CCCC(=O)C)C;"[1319, 273, 4915, 2449, 7206, 6846, 2642, 3168, 4361, 3234]";mono
432;62098;TZJLGGWGVLADDN-UHFFFAOYSA-N;CC(=O)CCC1=CC2=C(C=C1)OCO2;"[5917, 1945, 6851, 5459, 7259, 5016, 2866, 996, 471, 393]";mono
433;102861;KVWWIYGFBYDJQC-UHFFFAOYSA-N;CCCCCC1C(CCC1=O)CC(=O)OC;"[6384, 6580, 7233, 2077, 6170, 4993, 5965, 3738, 1112, 1129, 2077]";"sum of isomers"
434;2537;DSSYKIVIOFKYAU-UHFFFAOYSA-N;CC1(C2CCC1(C(=O)C2)C)C;"[6406, 6065, 3850, 2775, 4863, 2675, 3616, 1647, 1133, 7065]";"sum of isomers"
435;7797;TVQGDYNRXLTQAP-UHFFFAOYSA-N;CCCCCCC(=O)OCC;"[3770, 2391, 2014, 6244, 6970, 982, 5825, 6129, 675, 843]";mono
436;31251;BYEVBITUADOIGY-UHFFFAOYSA-N;CCCCCCCCC(=O)OCC;"[1042, 4991, 2636, 6293, 2829, 3385, 7133, 14, 6672, 1267]";mono
437;7824;NUKZAGXMHTUAFE-UHFFFAOYSA-N;CCCCCC(=O)OC;"[432, 4838, 407, 4429, 102, 3543, 5268, 3841, 2555, 4161]";mono
438;7826;XNCNNDVCAUWAIT-UHFFFAOYSA-N;CCCCCCC(=O)OC;"[1479, 1090, 405, 4557, 7110, 6309, 2683, 5962, 5186, 6731]";mono
439;15606;IJXHLVMUNBOGRR-UHFFFAOYSA-N;CCCCCCCCC(=O)OC;"[3440, 3119, 458, 45, 3319, 1720, 5686, 419, 5096, 4492]";mono
440;62444;GRLJIIJNZJVMGP-UHFFFAOYSA-N;CCCC(=O)SC;"[7315, 4555, 7098, 3482, 4169, 5725, 4928, 6996, 6896, 5666]";mono
441;9256;FZWLAAWBMGSTSO-UHFFFAOYSA-N;C1=CSC=N1;"[3849, 2459, 4998, 6174, 6461, 2679, 3655, 7253, 6478, 5475]";mono
442;7222;IOJUPLGTWVMSFF-UHFFFAOYSA-N;C1=CC=C2C(=C1)N=CS2;"[3449, 6595, 1265, 1929, 5540, 265, 2557, 4485, 5105, 1577]";mono
443;798;SIKJAQJRHWYJAI-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=CN2;"[767, 2334, 1162, 2411, 3398, 2514, 4679, 187, 3670, 6772]";mono
444;5144;ZMQAAUBTXCXRIC-UHFFFAOYSA-N;C=CCC1=CC2=C(C=C1)OCO2;"[1815, 5778, 6353, 2705, 3225, 7201, 2818, 4875, 2854, 1374]";mono
445;5283324;LVBXEMGDVWVTGY-VOTSOKGWSA-N;CCCCC/C=C/C=O;"[6958, 4722, 2181, 6183, 2397, 8, 44, 5038, 3774, 332, 3522]";mono
446;5283329;DVVATNQISMINCX-YTXTXJHMSA-N;CCC/C=C/C=C/C=O;"[6983, 113, 4526, 1280, 7247, 1063, 2819, 1601, 6989, 3704]";mono
447;85782202;LCLLDHVSJPTTSF-UHFFFAOYSA-N;CC(C)CC(C)CC=C(C)C=O;[6188];"sum of isomers"
448;1201521;LHXDLQBQYFFVNW-XCBNKYQSSA-N;C[C@]12CC[C@H](C1)C(C2=O)(C)C;"[5316, 6960, 573, 1075, 2312, 4610, 4006, 2059, 6582, 5750]";mono
449;7093102;CZCBTSFUTPZVKJ-ZJUUUORDSA-N;C[C@@H]1CCO[C@H](C1)C=C(C)C;"[3205, 4777, 1624, 5805, 3957, 902, 5967, 297, 1612, 2024, 1612]";mono
450;444294;DSSYKIVIOFKYAU-OIBJUYFYSA-N;C[C@]12CC[C@H](C1(C)C)CC2=O;"[224, 3107, 13, 2109, 3350, 533, 601, 1663, 65, 6412, 2109]";mono
451;637516;WAPNOHKVXSQRPX-SSDOTTSWSA-N;C[C@H](C1=CC=CC=C1)O;"[4337, 5722, 5943, 1809, 4335, 3455, 1705, 4891, 3632, 5719]";mono
452;785329;OFJWFSNDPCAWDK-VIFPVBQESA-N;CC[C@@H](C1=CC=CC=C1)C(=O)O;"[237, 2586, 976, 5009, 6578, 5783, 6049, 2483, 2531, 7254]";mono
453;785330;OFJWFSNDPCAWDK-SECBINFHSA-N;CC[C@H](C1=CC=CC=C1)C(=O)O;"[7303, 223, 74, 4034, 1077, 6765, 4538, 1629, 4349, 5589]";mono
454;11583;QQZOPKMRPOGIEB-UHFFFAOYSA-N;CCCCC(=O)C;"[5012, 6187, 5342, 5414, 6679, 3004, 5896, 4999, 2259, 1799]";mono
455;6568;BTANRVKWQNVYAZ-UHFFFAOYSA-N;CCC(C)O;"[4041, 687, 5554, 2938, 6506, 2280, 567, 4732, 4551, 4599]";"sum of isomers"
456;6992611;CETWDUZRCINIHU-SSDOTTSWSA-N;CCCCC[C@@H](C)O;"[1057, 388, 6473, 2173, 3331, 4896, 1995, 5410, 6928, 6364, 2173]";mono
457;12242;ACBMYYVZWKYLIP-UHFFFAOYSA-N;CCCCCC(C)(C)O;"[6192, 3940, 3182, 5547, 6557, 3176, 4596, 4966, 2399, 6623]";mono
458;2723888;SJWFXCIHNDVPSH-QMMMGPOBSA-N;CCCCCC[C@H](C)O;"[7165, 2776, 5517, 4751, 7190, 3021, 439, 390, 7112, 1126, 4751]";mono
459;444683;BTANRVKWQNVYAZ-BYPYZUCNSA-N;CC[C@H](C)O;"[935, 7135, 1252, 7014, 3683, 6283, 5714, 2266, 5354, 3923, 1252]";mono
460;2724897;CETWDUZRCINIHU-ZETCQYMHSA-N;CCCCC[C@H](C)O;"[5328, 4130, 4961, 4986, 6363, 5702, 1681, 3694, 5794, 255, 4986]";mono
461;443135;WAPNOHKVXSQRPX-ZETCQYMHSA-N;C[C@@H](C1=CC=CC=C1)O;"[1363, 3665, 1625, 1468, 18, 2726, 4785, 5111, 5524, 5920, 1468]";mono
462;11124;RJUFJBKOKNCXHH-UHFFFAOYSA-N;CCC(=O)OC;"[2355, 360, 4847, 3507, 7027, 2155, 2534, 3678, 3332, 6013]";mono
463;88561;JAELLLITIZHOGQ-UHFFFAOYSA-N;CCC(=O)OC(C)(C)C;"[5084, 4690, 344, 5845, 6725, 1811, 3067, 3859, 2928, 249, 344]";mono
464;7770;HUAZGNHGCJGYNP-UHFFFAOYSA-N;CCCC(=O)OCCC;"[665, 877, 7171, 1043, 5254, 5735, 4946, 5175, 6278, 3679]";mono
465;6558;KDSNLYIMUZNERS-UHFFFAOYSA-N;CC(C)CN;"[5862, 321, 7019, 4166, 453, 6811, 3608, 4233, 1836, 7029, 7019]";mono
466;7674;DLRJIFUOBPOJNS-UHFFFAOYSA-N;CCOC1=CC=CC=C1;"[542, 6699, 6433, 4487, 1682, 4394, 2053, 627, 2069, 6452]";mono
467;12338;CXBDYQVECUFKRK-UHFFFAOYSA-N;CCCCOC;"[4832, 3898, 3206, 729, 4327, 1327, 6631, 3433, 3395, 5437]";mono
468;442495;NZGWDASTMWDZIW-MRVPVSSYSA-N;C[C@@H]1CCC(=C(C)C)C(=O)C1;"[205, 6319, 4138, 5233, 6460, 2778, 3144, 6603, 1157, 1338]";mono
469;7894;BMFVGAAISNGQNM-UHFFFAOYSA-N;CC(C)CCN;"[132, 4347, 1715, 6294, 3988, 5376, 2338, 1329, 5490, 846]";mono
470;12756;JBFHTYHTHYHCDJ-UHFFFAOYSA-N;CCC1CCC(=O)O1;"[2094, 4238, 76, 874, 5880, 3517, 193, 1170, 6443, 537, 1170]";"sum of isomers"
471;8125;KWKAKUADMBZCLK-UHFFFAOYSA-N;CCCCCCC=C;"[6865, 4662, 6325, 5273, 266, 3901, 789, 6208, 2630, 385]";mono
472;8878;SJWKGDGUQTWDRV-UHFFFAOYSA-N;CCCCCCC(=O)OCC=C;"[6125, 5510, 2511, 838, 3563, 2734, 3079, 6240, 6444, 530, 6444]";mono
473;1623625;HMKKIXGYKWDQSV-SDNWHVSQSA-N;"CCCCC/C(=C\C1=CC=CC=C1)/C=O";"[2759, 4581, 4935, 2519, 174, 373, 4025, 6316, 2404, 1481, 4581]";mono
474;10886;WRFZKAGPPQGDDQ-UHFFFAOYSA-N;CCCCCC(=O)OCCCCC;"[3789, 3498, 6498, 4461, 6879, 1082, 2010, 984, 53, 682]";mono
475;8785;QUKGYYKBILRGFE-UHFFFAOYSA-N;CC(=O)OCC1=CC=CC=C1;"[5952, 3887, 6142, 4118, 3700, 6127, 5367, 5259, 3816, 4649]";mono
476;8363;ZCTQGTTXIYCGGC-UHFFFAOYSA-N;C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O;"[5406, 5669, 5389, 1390, 4008, 3994, 1194, 2099, 1743, 3125]";mono
477;21596;YPQSPODHFDGVAC-UHFFFAOYSA-N;CCCCCCC(=O)OCCCC;"[6648, 1951, 5465, 6593, 4362, 4823, 1349, 5849, 4032, 6898]";mono
478;159055;DSSYKIVIOFKYAU-XCBNKYQSSA-N;C[C@@]12CC[C@@H](C1(C)C)CC2=O;"[861, 2400, 1133, 1398, 2261, 3976, 3641, 915, 1703, 1136, 3641]";mono
479;13918856;HQKQRXZEXPXXIG-DTWJZALFSA-N;C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC(=O)C;"[2421, 4188, 4512, 801, 4970, 677, 59, 4017, 4294, 2905, 4435, 1554, 4017]";mono
480;8842;QMVPMAAFGQKVCJ-UHFFFAOYSA-N;CC(CCC=C(C)C)CCO;"[5646, 3992, 3726, 3580, 2494, 2943, 7063, 3224, 5443, 5984]";"sum of isomers"
481;61304;RFDUMBPGZUIKOG-UHFFFAOYSA-N;CCCCCCCOC(=O)C(C)C;"[3131, 5148, 5392, 5987, 3911, 2401, 3418, 1492, 3508, 3320]";mono
482;1550884;GUUHFMWKWLOQMM-NTCAYCPXSA-N;"CCCCCC/C(=C\C1=CC=CC=C1)/C=O";"[3439, 6050, 3060, 1340, 6705, 5419, 1345, 3913, 1111, 4249, 3060]";mono
483;637531;KGEKLUUHTZCSIP-FOGDFJRCSA-N;CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C;"[6199, 1491, 4987, 5057, 338, 4525, 5820, 5995, 3272, 3903, 1100, 6798, 4359]";mono
484;7685;UPPSFGGDKACIKP-UHFFFAOYSA-N;CC1=CC=C(C=C1)OC(=O)C(C)C;"[4668, 5138, 1382, 28, 381, 4400, 2497, 5865, 3592, 4314, 2497]";mono
485;61954;FDJBDZVTTXWIQM-UHFFFAOYSA-N;CC1=CC=CC=C1OC(=O)C(C)C;"[3419, 2450, 79, 6669, 5343, 2689, 1759, 3583, 7010, 4069, 6669]";mono
486;60997;OJEQSSJFSNLMLB-UHFFFAOYSA-N;CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2;"[4478, 4686, 3478, 1814, 5364, 5112, 110, 5157, 3613, 1006, 110]";mono
487;17898;VKJIAEQRKBQLLA-UHFFFAOYSA-N;CC1=NC=CN=C1OC;"[3363, 7089, 2961, 2709, 4530, 5449, 6658, 4625, 80, 1262]";mono
488;14489;XXIKYCPRDXIMQM-UHFFFAOYSA-N;CC(=CCOC(=O)C)C;"[4153, 745, 2174, 2565, 5441, 3014, 355, 1104, 427, 1549, 355]";mono
489;8471;ZMANZCXQSJIPKH-UHFFFAOYSA-N;CCN(CC)CC;"[6781, 4752, 3512, 5043, 2082, 4246, 2136, 6346, 4745, 2226]";mono
490;261;ZTQSAGDEMFDKMZ-UHFFFAOYSA-N;CCCC=O;"[2768, 3604, 5089, 1241, 2937, 6883, 6849, 4979, 5049, 4373, 3604]";mono
491;67165;HGEVGSTXQGZPCL-UHFFFAOYSA-N;C(CCCC(=O)Cl)CCCC(=O)Cl;"[2433, 5826, 103, 4046, 4185, 3839, 6535, 1903, 5741, 6264]";mono
492;8468;WKOLLVMJNQIZCI-UHFFFAOYSA-N;COC1=C(C=CC(=C1)C(=O)O)O;"[5889, 3326, 6704, 485, 1471, 4464, 4952, 2147, 4033, 4699]";mono
493;6997;IXQGCWUGDFDQMF-UHFFFAOYSA-N;CCC1=CC=CC=C1O;"[2896, 740, 39, 1578, 5720, 6151, 1671, 7072, 298, 792]";mono
494;68382;ACZGCWSMSTYWDQ-UHFFFAOYSA-N;C1C2=CC=CC=C2OC1=O;"[4882, 2671, 6147, 6243, 4081, 2719, 293, 5103, 6091, 2662]";mono
495;68110;MSTDXOZUKAQDRL-UHFFFAOYSA-N;C1COC2=CC=CC=C2C1=O;"[5781, 2214, 2298, 1027, 1293, 5123, 6921, 3489, 2543, 6470, 5123]";mono
496;10322;BHUIUXNAPJIDOG-UHFFFAOYSA-N;C1OC2=C(O1)C=C(C=C2)CO;"[4357, 5166, 2375, 6748, 3821, 3777, 3749, 1895, 3883, 4913]";mono
497;54682930;VXIXUWQIVKSKSA-UHFFFAOYSA-N;C1=CC=C2C(=C1)C(=CC(=O)O2)O;"[4295, 1631, 2067, 2241, 2539, 3120, 528, 6162, 6083, 2983, 3120]";mono
498;24473;AZOCECCLWFDTAP-UHFFFAOYSA-N;CC1CCC(CC1=O)C(=C)C;"[719, 3252, 2386, 6496, 135, 2970, 2354, 2756, 7297, 4198, 7297]";"sum of isomers"
499;19707;MWVFCEVNXHTDNF-UHFFFAOYSA-N;CCCC(=O)C(=O)C;"[5400, 428, 3016, 4324, 4336, 704, 927, 4782, 3267, 6284, 3016]";mono
500;7802;NGAZZOYFWWSOGK-UHFFFAOYSA-N;CCCCC(=O)CC;"[4374, 3490, 6724, 1717, 7113, 3343, 22, 5129, 2294, 6975]";mono
501;62539;KVFQMAZOBTXCAZ-UHFFFAOYSA-N;CCC(=O)C(=O)CC;"[1768, 1550, 4981, 6124, 678, 5667, 2782, 3393, 5119, 3219, 4981]";mono
502;9309;HJWLCRVIBGQPNF-UHFFFAOYSA-N;C=CCC1=CC=CC=C1;"[2832, 4491, 412, 3390, 4626, 5633, 1837, 78, 4280, 317]";mono
503;24114;NORZZKKLCYMBBF-UHFFFAOYSA-N;CCCCOC(=O)C(C)OC(=O)CCC;"[1089, 2422, 6863, 1074, 1406, 3991, 3938, 2249, 4924, 6801, 6801]";"sum of isomers"
504;11614;NMJJFJNHVMGPGM-UHFFFAOYSA-N;CCCCOC=O;"[7006, 1032, 5709, 6030, 2516, 4095, 1367, 1253, 6567, 5037]";mono
505;15077;ZVEZMVFBMOOHAT-UHFFFAOYSA-N;CCCCCCCCCS;"[118, 4992, 2522, 5788, 5362, 1105, 3735, 3306, 979, 6421, 2522]";mono
506;31229;IPBVNPXQWQGGJP-UHFFFAOYSA-N;CC(=O)OC1=CC=CC=C1;"[5863, 3353, 418, 3633, 1572, 58, 743, 2712, 5729, 1927]";mono
507;19801;MMFCJPPRCYDLLZ-UHFFFAOYSA-N;CCCCCCCC=CC=O;"[5874, 326, 491, 329, 3547, 4826, 3799, 502, 4207, 2855, 326]";"sum of isomers"
508;6448;KGEKLUUHTZCSIP-UHFFFAOYSA-N;CC(=O)OC1CC2CCC1(C2(C)C)C;"[1291, 4134, 6199, 4399, 2183, 6804, 5448, 6012, 515, 2933, 338, 1491, 5820, 3272, 5057, 1100, 6798, 4359]";"sum of isomers"
509;91691547;JRFITZGBELIFQM-UHFFFAOYSA-N;CC(=C)C1CCC2(OC(C1)OO2)C;"[295, 1409, 3200, 3778]";"sum of isomers"
510;7755;IGIDLTISMCAULB-UHFFFAOYSA-N;CCC(C)CC(=O)O;"[6205, 618, 5073, 1829, 356, 1933, 3092, 3259, 5734, 4030]";"sum of isomers"
511;7341;OVBFMEVBMNZIBR-UHFFFAOYSA-N;CCCC(C)C(=O)O;"[2757, 306, 394, 2845, 6722, 6854, 3171, 1920, 351, 752]";"sum of isomers"
512;311;KRKNYBCHXYNGOX-UHFFFAOYSA-N;C(C(=O)O)C(CC(=O)O)(C(=O)O)O;"[6181, 3242, 3773, 6829, 2203, 6295, 2635, 2392, 125, 136, 6829]";mono
513;243;WPYMKLBDIGXBTP-UHFFFAOYSA-N;C1=CC=C(C=C1)C(=O)O;"[3465, 840, 4806, 6634, 4076, 2309, 2068, 4766, 2358, 63, 3465]";mono
514;6040503;XIYPXOFSURQTTJ-NSCUHMNNSA-N;CC(=O)/C=C/C1=CC2=C(C=C1)OCO2;"[7234, 6822, 6255, 6660, 6230, 1003, 7186, 5236, 1450, 4560, 5236]";mono
515;8655;KCDXJAYRVLXPFO-UHFFFAOYSA-N;COC1=CC(=CC(=C1O)OC)C=O;"[1632, 5346, 386, 5062, 577, 1097, 5035, 3230, 2199, 6538]";mono
516;6429690;OTMFQLIUPDESAI-UHFFFAOYSA-N;CCOC1=C(C=C(C=C1)CC=C)OC;"[6571, 1854, 2333, 3762, 4854, 4930, 395, 5258, 742, 451]";mono
517;5362881;QGNDNDFXCNBMKI-FPLPWBNLSA-N;"CCCCCC/C=C\CCC=O";"[7102, 1826, 5852, 3034, 5872, 1312, 6873, 5879, 1675, 733]";mono
518;109374181;YBBNUDDZOWRHOD-WAYWQWQTSA-N;"CCCC/C=C\CCCCC=O";"[4323, 4977, 6845, 277, 4047, 409, 2637]";mono
519;5352492;QPULDJYQYDGZEI-WAYWQWQTSA-N;"CCCC/C=C\CCC=O";"[1551, 3193, 1144, 3810, 2387, 1669, 2692]";mono
520;440966;CRPUJAZIXJMDBK-BDAKNGLRSA-N;CC1([C@H]2CC[C@H](C2)C1=C)C;"[4619, 1716, 304, 6740, 6044, 6367, 2806, 2847, 2006, 4809, 6044]";mono
521;443163;KRCZYMFUWVJCLI-OPRDCNLKSA-N;C[C@@H]1CC[C@H](C[C@H]1O)C(=C)C;"[6558, 5665, 2190, 1677, 3890, 4760, 6024, 6292, 6847, 5486, 5486]";mono
522;10953718;CCEFMUBVSUDRLG-IDKOKCKLSA-N;CC(=C)[C@H]1CCC2(C(C1)O2)C;"[703, 6630, 7240, 6573, 7284, 1081, 5087, 1079, 6880, 5864]";mono
523;2724159;RUMOYJJNUMEFDD-SNVBAGLBSA-N;CC(=C)[C@H]1CCC(=CC1)C=O;"[1035, 3950, 1071, 4168, 7056, 6671, 3093, 2965, 2179, 3931]";mono
524;92221;CRPUJAZIXJMDBK-DTWKUNHWSA-N;CC1([C@@H]2CC[C@@H](C2)C1=C)C;"[5416, 6826, 714, 6650, 1251, 3460, 923, 2349, 1861, 4410, 1251]";mono
525;89755;KRCZYMFUWVJCLI-GUBZILKMSA-N;C[C@H]1CC[C@@H](C[C@@H]1O)C(=C)C;"[7114, 7030, 6287, 2841, 6090, 6004, 1299, 7314, 3711, 2892, 3890, 6004]";mono
526;91496;CCEFMUBVSUDRLG-UHFFFAOYSA-N;CC(=C)C1CCC2(C(C1)O2)C;"[4291, 3649, 1064, 1789, 3480, 711, 2791, 4305, 1332, 6451]";"sum of isomers"
527;1548901;RUMOYJJNUMEFDD-JTQLQIEISA-N;CC(=C)[C@@H]1CCC(=CC1)C=O;"[3635, 6766, 6377, 330, 131, 4917, 4193, 6303, 4414, 5187, 4917]";mono
528;9609;LJSQFQKUNVCTIA-UHFFFAOYSA-N;CCSCC;"[2137, 3058, 4442, 3315, 5386, 5656, 155, 4477, 7279, 6754, 5656]";mono
529;19835;ALVZNPYWJMLXKV-UHFFFAOYSA-N;C(CCCCO)CCCCO;"[6790, 1590, 1676, 4595, 345, 4453, 3989, 2611, 4182, 5676, 1590]";mono
530;7244;VADKRMSMGWJZCF-UHFFFAOYSA-N;C1=CC=C(C(=C1)O)Br;"[6807, 4770, 6348, 1393, 6002, 2410, 7050, 4816, 4424, 6961]";mono
531;8894;DHXVGJBLRPWPCS-UHFFFAOYSA-N;C1CCOCC1;"[313, 6589, 122, 3015, 2419, 1821, 6769, 2363, 674, 4932]";mono
532;6005821;QCHZKUPVENJLAW-FYWRMAATSA-N;"CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC";"[5356, 6257, 4652, 4430, 5070, 5120, 5, 3383, 2878, 6620]";mono
533;62375;HEVMDQBCAHEHDY-UHFFFAOYSA-N;COC(C1=CC=CC=C1)OC;"[3812, 4073, 5696, 7136, 7119, 6848, 6694, 6235, 5944, 6616]";mono
534;263712;RWOZGGOKRKSHKN-UHFFFAOYSA-N;CC1=C(C(=C(C(=C1C)C)C=O)C)C;"[2292, 2193, 3410, 5280, 5154, 6140, 6402, 1418, 1983, 1186]";mono
535;32052;BGTBFNDXYDYBEY-UHFFFAOYSA-N;CC=CC(=O)C1=C(CCCC1(C)C)C;"[1754, 1518, 710, 4266, 4113, 3899, 5591, 1149, 4266]";"sum of isomers"
536;526624;OHDFENKFSKIFBJ-UHFFFAOYSA-N;CC1=C(C=CO1)SSC2=C(OC=C2)C;"[2013, 19, 6874, 3509, 6321, 7236, 4544, 6394, 1093, 3239, 4544]";mono
537;120101;SWUIQEBPZIHZQS-UHFFFAOYSA-N;CC1=CC2=C(C=C1)OCC(=O)CO2;"[60, 4515, 6015, 4220, 894, 1383, 5760, 1465, 3400, 1605]";mono
538;240121;HQKQRXZEXPXXIG-UHFFFAOYSA-N;CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C;"[2421, 4178, 677, 4435, 4188, 4741, 1554, 1217, 2982, 5440]";"sum of isomers"
539;5362720;RTNPCOBSXBGDMO-ARJAWSKDSA-N;"CC/C=C\CCCCC=O";"[1289, 4849, 5956, 2187, 1696, 6149, 3501, 1272, 1323, 2774]";mono
540;19494;TXWOGHSRPAYOML-UHFFFAOYSA-N;C1CC(C1)C(=O)O;"[1511, 6695, 3022, 5307, 4316, 4510, 6080, 2108, 6844, 4644]";mono
541;87671;VOATZOQREKBJMT-UHFFFAOYSA-N;CCC(=C)CCCC(C)(C)O;"[6120, 4502, 2661, 4415, 91, 3450, 4376, 5736, 5671, 4131, 4502]";mono
542;6826;GVOWHGSUZUUUDR-UHFFFAOYSA-N;CNC1=CC=CC=C1C(=O)OC;"[4522, 2441, 5289, 1757, 5593, 4985, 3245, 4368, 2545, 5174]";mono
543;10407;JSNRRGGBADWTMC-UHFFFAOYSA-N;CC(=CCCC(=CCCC(=C)C=C)C)C;"[148, 3602, 3148, 4192, 2620, 5600, 3431, 1519, 3602]";"sum of isomers"
544;62902;HZPKNSYIDSNZKW-UHFFFAOYSA-N;CCCC(C)C(=O)OCC;"[1936, 2720, 5867, 5680, 3357, 235, 5066, 3335, 6310, 6594]";"sum of isomers"
545;8077;CETBSQOFQKLHHZ-UHFFFAOYSA-N;CCSSCC;"[3339, 6007, 2, 4495, 3203, 6639, 6375, 2980, 5210, 6158, 3203]";mono
546;21059;YIKYNHJUKRTCJL-UHFFFAOYSA-N;CCC1=C(C(=O)C=CO1)O;"[3044, 5670, 3304, 40, 2012, 1172, 6101, 4795, 3143, 2232, 1172]";mono
547;108242;FVUGZKDGWGKCFE-UHFFFAOYSA-N;CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C;"[6956, 6087, 2289, 5086, 5922, 7045, 2724, 5585, 5429, 6397, 2724]";"sum of isomers"
548;8167;NUPSHWCALHZGOV-UHFFFAOYSA-N;CCCCCCCCCCOC(=O)C;"[4640, 1240, 1915, 5274, 6683, 3103, 6001, 2430, 5898, 7189]";mono
549;5365991;OGJYXQFXLSCKTP-LCYFTJDESA-N;"CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C";"[3264, 83, 4023, 5828, 1700, 2468, 2738, 5827, 52, 5294]";mono
550;8176;AVBRYQRTMPHARE-UHFFFAOYSA-N;CCCCCCCCOC=O;"[6217, 1584, 3888, 1804, 1702, 7004, 3048, 2182, 4144, 7109]";mono
551;12217;TWSRVQVEYJNFKQ-UHFFFAOYSA-N;CCCCCOC(=O)CC;"[5444, 6641, 1840, 883, 5946, 3627, 4672, 2384, 2230, 6407]";mono
552;9473;PFWYHTORQZAGCA-UHFFFAOYSA-N;CC(=O)OCC1=CC2=C(C=C1)OCO2;"[2270, 6299, 2895, 1827, 4743, 5132, 6206, 5878, 3814, 6974, 1827]";mono
553;8028;WYURNTSHIVDZCO-UHFFFAOYSA-N;C1CCOC1;"[4761, 1430, 4074, 220, 5648, 1635, 514, 5544, 6539, 4934]";mono
554;5283361;SSNZFFBDIMUILS-ZHACJKMWSA-N;CCCCCCCCC/C=C/C=O;"[4546, 663, 2331, 3720, 5759, 2544, 4621, 4677, 679, 4914, 3720]";mono
555;5321950;ACWQBUSCFPJUPN-HWKANZROSA-N;"C/C=C(\C)/C=O";"[5717, 3066, 597, 3819, 718, 759, 6020, 1279, 2755, 1918]";mono
556;75809;GRHQDJDRGZFIPO-UHFFFAOYSA-N;C(CC(=O)O)CBr;"[195, 5723, 4870, 3121, 4308, 3299, 4586, 726, 4604, 3676]";mono
557;16368;WNXNUPJZWYOKMW-UHFFFAOYSA-N;C(CCBr)CC(=O)O;"[6487, 5640, 3987, 3070, 1785, 2395, 1595, 1924, 2327, 2271]";mono
558;64813;VLFBSPUPYFTTNF-UHFFFAOYSA-N;CC(CC1=CC=C(C=C1)OC)C=O;"[2975, 689, 6474, 6588, 5991, 430, 7037, 454, 981, 5461, 2975]";"sum of isomers"
559;166373;MNRZECIRFMLTEY-UHFFFAOYSA-N;CC(C)(C)C1=CC=C(C=C1)OCC=O;"[6003, 6929, 2211, 5955, 4093, 353, 480, 6121, 7285, 4274]";mono
560;7707;YGCZTXZTJXYWCO-UHFFFAOYSA-N;C1=CC=C(C=C1)CCC=O;"[4465, 1395, 3064, 5710, 3716, 599, 6890, 723, 964, 2884]";mono
561;29030;NHFRGTVSKOPUBK-UHFFFAOYSA-N;C1=CC=C(C=C1)CCCC=O;"[6655, 2521, 1643, 749, 258, 1683, 2894, 3051, 568, 477]";mono
562;94243;SQGBBDFDRHDJCJ-UHFFFAOYSA-N;CC(CCO)C1=CC=CC=C1;"[4850, 6511, 1410, 7145, 993, 2135, 6280, 4156, 1199, 5986]";"sum of isomers"
563;7406;RWGFKTVRMDUZSP-UHFFFAOYSA-N;CC(C)C1=CC=CC=C1;"[433, 6636, 4693, 1446, 6788, 7123, 2669, 598, 1224, 6337]";mono
564;561886;FINOPSACFXSAKB-UHFFFAOYSA-N;C1=CC=C(C=C1)CCCCC=O;"[3185, 3780, 3669, 4889, 6466, 492, 1230, 2936, 6591, 4443]";mono
565;443159;NFLGAXVYCFJBMK-DTWKUNHWSA-N;C[C@H]1CC[C@@H](C(=O)C1)C(C)C;"[1997, 6220, 6939, 5688, 2111, 3029, 6290, 6668, 3360, 6265, 6265]";mono
566;2724032;BAVONGHXFVOKBV-YHMJZVADSA-N;CC1=CC[C@H](CC1O)C(=C)C;"[7203, 6008, 3741, 2634, 4729, 5271, 6109, 1712, 1564, 5165]";mono
567;69949;GSOHKPVFCOWKPU-UHFFFAOYSA-N;CC(C(=O)C)C(=O)C;"[560, 6456, 2825, 5519, 2581, 3035, 6876, 7077, 2032, 620]";mono
568;76354;IGMOYJSFRIASIE-UHFFFAOYSA-N;CC(C)CC(=O)CC(=O)C;"[1775, 6747, 836, 3275, 5248, 5424, 4292, 4856, 176, 6079]";mono
569;84192;GJYXGIIWJFZCLN-UHFFFAOYSA-N;CCCCC(=O)CC(=O)C;"[3600, 362, 5552, 6276, 4980, 529, 397, 4110, 4494, 7296]";mono
570;80314;KFBXUKHERGLHLG-UHFFFAOYSA-N;CCCCCC(=O)CC(=O)C;"[5690, 3909, 2677, 2090, 6761, 7053, 4105, 4780, 1021, 4045]";mono
571;517827;ZFNVDHOSLNRHNN-UHFFFAOYSA-N;CC(C)C1=CC=C(C=C1)CC(C)C=O;"[6139, 2087, 6870, 6066, 3971, 5031, 4035, 7155, 5263, 88]";"sum of isomers"
